state_alpha,commodity_desc,year,Unnamed: 0,watershed_desc,begin_code,state_ansi,county_ansi,county_name,county_code,watershed_code,end_code,state_fips_code,asd_code,asd_desc,zip_5,country_code,week_ending,value,region_desc,congr_district_code
AL,PEANUTS,2002,858.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,PEANUTS,2007,825.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,PEANUTS,2012,4091.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,PEANUTS,2017,3919.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,PEANUTS,2018,3913.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,POTATOES,2002,1628.5,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,POTATOES,2018,14121.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,280.0,,
AL,SORGHUM,2002,900.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,41.7,,
AL,SORGHUM,2007,865.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,SORGHUM,2012,4465.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,47.0,,
AL,SORGHUM,2017,4247.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,SOYBEANS,2002,961.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,32.3,,
AL,SOYBEANS,2007,934.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,20.1,,
AL,SOYBEANS,2012,5026.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,46.6,,
AL,SOYBEANS,2017,4859.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,48.9,,
AL,SOYBEANS,2018,4853.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,66.0,,
AL,SWEET CORN,2018,14297.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,198.0,,
AL,TOBACCO,2002,992.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,TOBACCO,2012,5183.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,,,
AL,TOMATOES,2018,14542.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,571.0,,
AL,WHEAT,2002,1072.5,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,39.6,,
AL,WHEAT,2007,1029.5,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,51.0,,
AL,WHEAT,2012,5734.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,62.6,,
AL,WHEAT,2017,5427.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,80.25,,
AL,WHEAT,2018,5399.0,,0.0,1.0,,,,0.0,0.0,1.0,,,,9000.0,,78.0,,
AR,BARLEY,2002,4765.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,CORN,2002,4852.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,116.6,,
AR,CORN,2007,5475.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,160.5,,
AR,CORN,2012,22936.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,165.2,,
AR,CORN,2017,37294.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,94.25,,
AR,CORN,2018,37260.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,99.5,,
AR,COTTON,2002,4981.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,1.7,,
AR,COTTON,2007,5607.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.1,,
AR,COTTON,2012,23425.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.0,,
AR,COTTON,2017,37807.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.4,,
AR,COTTON,2018,37764.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,HAY,2002,5316.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.3,,
AR,HAY,2007,5924.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.25,,
AR,HAY,2012,24427.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,1.3,,
AR,HAY,2017,38669.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.5,,
AR,HAY & HAYLAGE,2018,38858.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,4.8,,
AR,HAYLAGE,2002,5483.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,5.75,,
AR,HAYLAGE,2007,6071.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.9,,
AR,HAYLAGE,2012,25134.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,2.25,,
AR,HAYLAGE,2017,39371.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,5.2,,
AR,LETTUCE,2018,49153.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,281.0,,
AR,OATS,2002,5514.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,OATS,2007,6100.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,93.0,,
AR,OATS,2012,25357.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,OATS,2017,39552.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,80.1,,
AR,PEANUTS,2002,5531.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,PEANUTS,2007,6113.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,PEANUTS,2012,25519.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,PEANUTS,2017,39783.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,PEANUTS,2018,39777.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,,,
AR,POTATOES,2002,6411.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,163.45,,
AR,POTATOES,2018,49568.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,162.0,,
AR,RICE,2002,5611.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,64.6,,
AR,RICE,2007,6194.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,72.4,,
AR,RICE,2012,26006.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,75.3,,
AR,RICE,2017,40282.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,75.1,,
AR,RICE,2018,40279.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,79.0,,
AR,SORGHUM,2002,5693.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,80.1,,
AR,SORGHUM,2007,6266.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,103.0,,
AR,SORGHUM,2012,26475.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,84.7,,
AR,SORGHUM,2017,40667.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,84.4,,
AR,SORGHUM,2018,40657.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,70.0,,
AR,SOYBEANS,2002,5770.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,32.3,,
AR,SOYBEANS,2007,6348.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,33.0,,
AR,SOYBEANS,2012,27081.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,41.2,,
AR,SOYBEANS,2017,41319.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,49.6,,
AR,SOYBEANS,2018,41313.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,56.0,,
AR,SWEET CORN,2018,49792.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,289.0,,
AR,TOMATOES,2018,50130.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,489.0,,
AR,WHEAT,2002,5888.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,45.7,,
AR,WHEAT,2007,6466.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,40.0,,
AR,WHEAT,2012,27679.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,57.6,,
AR,WHEAT,2017,41870.5,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,54.9,,
AR,WHEAT,2018,41829.0,,0.0,5.0,,,,0.0,0.0,5.0,,,,9000.0,,55.0,,
AZ,BARLEY,2002,2492.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,108.9,,
AZ,BARLEY,2007,2917.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,109.1,,
AZ,BARLEY,2012,13685.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,112.1,,
AZ,BARLEY,2017,23941.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,126.8,,
AZ,BEANS,2002,2506.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,18.4,,
AZ,BEANS,2007,2931.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,9.4,,
AZ,BEANS,2012,13964.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,18.6,,
AZ,BEANS,2017,24155.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,26.6,,
AZ,BEANS,2018,24178.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,17.0,,
AZ,CORN,2002,2606.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,104.69999999999999,,
AZ,CORN,2007,3035.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,103.10000000000001,,
AZ,CORN,2012,14728.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,197.7,,
AZ,CORN,2017,25029.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,122.05000000000001,,
AZ,CORN,2018,24961.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,131.0,,
AZ,COTTON,2002,2696.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,2.8,,
AZ,COTTON,2007,3119.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,3.0,,
AZ,COTTON,2012,15250.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,3.0,,
AZ,COTTON,2017,25565.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,2.8,,
AZ,COTTON,2018,25548.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,,,
AZ,HAY,2002,3074.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,5.75,,
AZ,HAY,2007,3499.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,2.0,,
AZ,HAY,2012,16551.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,4.05,,
AZ,HAY,2017,26527.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,6.199999999999999,,
AZ,HAY & HAYLAGE,2018,26966.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,6.5,,
AZ,HAYLAGE,2002,3187.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,4.7,,
AZ,HAYLAGE,2007,3627.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,6.8,,
AZ,HAYLAGE,2012,17220.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,9.8,,
AZ,HAYLAGE,2017,27497.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,9.0,,
AZ,LETTUCE,2018,34893.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,568.0,,
AZ,OATS,2002,3285.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,93.0,,
AZ,OATS,2007,3723.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,80.7,,
AZ,OATS,2012,17545.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,,,
AZ,OATS,2017,27671.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,,,
AZ,PEANUTS,2002,3295.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,,,
AZ,PEANUTS,2007,3733.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,,,
AZ,POTATOES,2002,4519.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,294.3,,
AZ,POTATOES,2018,35443.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,267.0,,
AZ,SORGHUM,2002,3324.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,71.5,,
AZ,SORGHUM,2007,3768.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,86.1,,
AZ,SORGHUM,2012,17882.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,111.2,,
AZ,SORGHUM,2017,28024.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,69.9,,
AZ,SORGHUM,2018,28019.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,96.0,,
AZ,SWEET CORN,2018,35608.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,200.0,,
AZ,TOMATOES,2018,35763.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,50.0,,
AZ,WHEAT,2002,3463.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,95.9,,
AZ,WHEAT,2007,3897.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,101.9,,
AZ,WHEAT,2012,18427.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,93.0,,
AZ,WHEAT,2017,28569.5,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,98.0,,
AZ,WHEAT,2018,28515.0,,0.0,4.0,,,,0.0,0.0,4.0,,,,9000.0,,105.0,,
CA,BARLEY,2002,6638.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,80.9,,
CA,BARLEY,2007,7490.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,37.8,,
CA,BARLEY,2012,31855.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,43.0,,
CA,BARLEY,2017,51310.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,58.5,,
CA,BEANS,2002,6705.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,18.9,,
CA,BEANS,2007,7547.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,21.6,,
CA,BEANS,2012,32240.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,19.0,,
CA,BEANS,2017,51672.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,15.1,,
CA,BEANS,2018,51711.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,28.0,,
CA,CORN,2002,6836.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,97.0,,
CA,CORN,2007,7681.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,26.1,,
CA,CORN,2012,33309.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,26.3,,
CA,CORN,2017,52843.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,87.64999999999999,,
CA,CORN,2018,52767.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,105.0,,
CA,COTTON,2002,6991.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,3.0,,
CA,COTTON,2007,7837.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,3.0,,
CA,COTTON,2012,33908.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,3.3,,
CA,COTTON,2017,53513.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,2.9,,
CA,COTTON,2018,53442.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,HAY,2002,7457.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,2.75,,
CA,HAY,2007,8300.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,2.4,,
CA,HAY,2012,35397.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,2.9000000000000004,,
CA,HAY,2017,54809.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,4.050000000000001,,
CA,HAY & HAYLAGE,2018,55098.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,7.449999999999999,,
CA,HAYLAGE,2002,7725.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,8.6,,
CA,HAYLAGE,2007,8555.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,9.05,,
CA,HAYLAGE,2012,36213.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,8.9,,
CA,HAYLAGE,2017,55702.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,7.8,,
CA,LETTUCE,2018,74766.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,650.0,,
CA,OATS,2002,7974.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,73.8,,
CA,OATS,2007,8772.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,113.9,,
CA,OATS,2012,36773.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,86.3,,
CA,OATS,2017,56318.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,60.2,,
CA,PEANUTS,2002,7986.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,PEANUTS,2007,8785.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,PEANUTS,2012,36840.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,PEANUTS,2017,56409.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,PEANUTS,2018,56406.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,POTATOES,2002,11152.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,396.9,,
CA,POTATOES,2018,75830.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,389.0,,
CA,RICE,2002,8067.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,82.0,,
CA,RICE,2007,8866.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,81.0,,
CA,RICE,2012,37369.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,83.1,,
CA,RICE,2017,57020.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,78.1,,
CA,RICE,2018,57017.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,88.0,,
CA,SORGHUM,2002,8138.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,74.05,,
CA,SORGHUM,2007,8942.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,SORGHUM,2012,37830.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,94.3,,
CA,SORGHUM,2017,57457.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,75.0,,
CA,SORGHUM,2018,57433.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,70.0,,
CA,SOYBEANS,2012,37910.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,SUGARBEETS,2002,8207.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,SUGARBEETS,2007,8998.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,35.8,,
CA,SUGARBEETS,2012,38029.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,42.35,,
CA,SUGARBEETS,2017,57606.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,,,
CA,SWEET CORN,2018,76283.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,307.0,,
CA,TOMATOES,2018,76814.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,827.0,,
CA,WHEAT,2002,8436.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,70.5,,
CA,WHEAT,2007,9198.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,82.0,,
CA,WHEAT,2012,39070.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,81.5,,
CA,WHEAT,2017,58716.5,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,81.75,,
CA,WHEAT,2018,58644.0,,0.0,6.0,,,,0.0,0.0,6.0,,,,9000.0,,97.0,,
CO,BARLEY,2002,11598.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,72.2,,
CO,BARLEY,2007,12992.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,40.1,,
CO,BARLEY,2012,46962.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,107.3,,
CO,BARLEY,2017,78162.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,113.7,,
